tanggal,kandang,lokasi,umur_minggu,populasi,mati,produksi_butir,pakan_kg,suhu_c,anomali_flag,total_telur_kg,fcr
2023-03-27,K020,Dataran Tinggi,28.1,1500,0,1285,183.03,22.1,False,77.1,2.373929961089494
2023-03-28,K020,Dataran Tinggi,28.3,1500,0,1283,174.95,25.8,False,76.98,2.27266822551312
2023-03-29,K020,Dataran Tinggi,28.4,1500,0,1285,165.68,22.1,False,77.1,2.148897535667964
2023-03-30,K020,Dataran Tinggi,28.6,1500,0,1285,171.83,24.2,False,77.1,2.2286640726329447
2023-03-31,K020,Dataran Tinggi,28.7,1500,0,1284,164.91,22.1,False,77.04,2.140576323987539
2023-04-01,K020,Dataran Tinggi,28.9,1500,0,1284,170.24,18.7,False,77.04,2.209761163032191
2023-04-02,K020,Dataran Tinggi,29.0,1500,0,1285,170.64,19.9,False,77.1,2.213229571984436
2023-04-03,K020,Dataran Tinggi,29.1,1500,0,1284,178.09,18.7,False,77.04,2.311656282450675
2023-04-04,K020,Dataran Tinggi,29.3,1500,0,1284,175.0,20.5,False,77.04,2.271547248182762
2023-04-05,K020,Dataran Tinggi,29.4,1500,0,1283,184.57,23.1,False,76.98,2.397635749545336
2023-04-06,K020,Dataran Tinggi,29.6,1500,0,1283,184.02,20.0,False,76.98,2.3904910366328918
2023-04-07,K020,Dataran Tinggi,29.7,1500,0,1284,186.77,24.4,False,77.04,2.42432502596054
2023-04-08,K020,Dataran Tinggi,29.9,1500,0,1283,189.59,22.0,False,76.98,2.462847492855287
2023-04-09,K020,Dataran Tinggi,30.0,1500,0,1283,188.73,23.7,False,76.98,2.451675759937646
2023-04-10,K020,Dataran Tinggi,30.1,1500,0,1284,180.16,23.9,False,77.04,2.3385254413291796
2023-04-11,K020,Dataran Tinggi,30.3,1500,0,1283,170.01,19.7,False,76.98,2.2084957131722525
2023-04-12,K020,Dataran Tinggi,30.4,1500,0,1284,167.15,22.1,False,77.04,2.169652128764278
2023-04-13,K020,Dataran Tinggi,30.6,1500,0,1285,179.09,22.6,False,77.1,2.322827496757458
2023-04-14,K020,Dataran Tinggi,30.7,1500,0,1285,175.29,24.4,False,77.1,2.2735408560311283
2023-04-15,K020,Dataran Tinggi,30.9,1500,0,1285,170.17,25.0,False,77.1,2.2071335927367057
2023-04-16,K020,Dataran Tinggi,31.0,1500,0,1284,187.95,21.0,False,77.04,2.439641744548286
2023-04-17,K020,Dataran Tinggi,31.1,1500,0,1284,176.71,22.1,False,77.04,2.293743509865005
2023-04-18,K020,Dataran Tinggi,31.3,1500,0,1284,190.0,20.9,False,77.04,2.466251298026999
2023-04-19,K020,Dataran Tinggi,31.4,1500,0,1285,177.24,22.6,False,77.1,2.298832684824903
2023-04-20,K020,Dataran Tinggi,31.6,1500,0,1284,180.84,19.9,False,77.04,2.347352024922118
2023-04-21,K020,Dataran Tinggi,31.7,1500,0,1283,187.15,19.9,False,76.98,2.431150948298259
2023-04-22,K020,Dataran Tinggi,31.9,1500,0,1283,170.27,23.5,False,76.98,2.211873213821772
2023-04-23,K020,Dataran Tinggi,32.0,1500,0,1285,169.68,25.8,False,77.1,2.2007782101167317
2023-04-24,K020,Dataran Tinggi,32.1,1500,0,1285,161.91,19.8,False,77.1,2.1
2023-04-25,K020,Dataran Tinggi,32.3,1500,0,1283,164.39,25.4,False,76.98,2.13548973759418
2023-04-26,K020,Dataran Tinggi,32.4,1500,0,1283,169.79,20.1,False,76.98,2.2056378280072746
2023-04-27,K020,Dataran Tinggi,32.6,1500,0,1283,175.03,24.3,False,76.98,2.273707456482203
2023-04-28,K020,Dataran Tinggi,32.7,1500,0,1283,187.63,25.8,False,76.98,2.437386334112756
2023-04-29,K020,Dataran Tinggi,32.9,1500,0,1285,173.41,23.7,False,77.1,2.2491569390402075
2023-04-30,K020,Dataran Tinggi,33.0,1500,0,1285,180.78,26.6,False,77.1,2.3447470817120624
2023-05-01,K020,Dataran Tinggi,33.1,1500,0,1283,180.17,24.0,False,76.98,2.340478046245778
2023-05-02,K020,Dataran Tinggi,33.3,1500,0,1285,165.67,22.0,False,77.1,2.1487678339818417
2023-05-03,K020,Dataran Tinggi,33.4,1500,0,1284,176.08,22.1,False,77.04,2.2855659397715473
2023-05-04,K020,Dataran Tinggi,33.6,1500,0,1284,179.13,22.9,False,77.04,2.325155763239875
2023-05-05,K020,Dataran Tinggi,33.7,1500,0,1284,168.28,23.1,False,77.04,2.184319833852544
2023-05-06,K020,Dataran Tinggi,33.9,1500,0,1284,164.96,23.2,False,77.04,2.1412253374870196
2023-05-07,K020,Dataran Tinggi,34.0,1500,0,1285,177.74,18.4,False,77.1,2.305317769130999
2023-05-08,K020,Dataran Tinggi,34.1,1500,0,1285,179.1,21.7,False,77.1,2.32295719844358
2023-05-09,K020,Dataran Tinggi,34.3,1500,0,1284,186.42,25.0,False,77.04,2.419781931464174
2023-05-10,K020,Dataran Tinggi,34.4,1500,0,1285,189.21,21.4,False,77.1,2.4540856031128406
2023-05-11,K020,Dataran Tinggi,34.6,1500,0,1283,186.97,20.1,False,76.98,2.4288126786178226
2023-05-12,K020,Dataran Tinggi,34.7,1500,0,1283,179.54,25.3,False,76.98,2.33229410236425
2023-05-13,K020,Dataran Tinggi,34.9,1500,0,1285,172.15,24.2,False,77.1,2.2328145265888457
2023-05-14,K020,Dataran Tinggi,35.0,1500,0,1284,178.23,25.5,False,77.04,2.3134735202492207
2023-05-15,K020,Dataran Tinggi,35.1,1500,0,1284,174.42,23.5,False,77.04,2.2640186915887845
2023-05-16,K020,Dataran Tinggi,35.3,1500,0,1285,164.32,25.3,False,77.1,2.1312581063553826
2023-05-17,K020,Dataran Tinggi,35.4,1500,0,792,165.16,23.1,True,47.52,3.4755892255892253
2023-05-18,K020,Dataran Tinggi,35.6,1500,0,1283,172.19,24.0,False,76.98,2.236814757079761
2023-05-19,K020,Dataran Tinggi,35.7,1500,0,1285,171.2,23.5,False,77.1,2.2204928664072634
2023-05-20,K020,Dataran Tinggi,35.9,1500,0,1285,177.81,24.2,False,77.1,2.3062256809338524
2023-05-21,K020,Dataran Tinggi,36.0,1500,0,1285,179.09,27.2,False,77.1,2.322827496757458
2023-05-22,K020,Dataran Tinggi,36.1,1500,0,1283,166.16,22.0,False,76.98,2.1584827227851386
2023-05-23,K020,Dataran Tinggi,36.3,1500,0,1285,178.28,22.5,False,77.1,2.3123216601815826
2023-05-24,K020,Dataran Tinggi,36.4,1500,0,1285,185.56,23.1,False,77.1,2.40674448767834
2023-05-25,K020,Dataran Tinggi,36.6,1500,0,1285,176.45,23.2,False,77.1,2.288586251621271
2023-05-26,K020,Dataran Tinggi,36.7,1500,0,1284,177.92,27.0,False,77.04,2.30944963655244
2023-05-27,K020,Dataran Tinggi,36.9,1500,0,1283,184.39,26.2,False,76.98,2.3952974798648996
2023-05-28,K020,Dataran Tinggi,37.0,1500,0,1284,170.48,24.8,False,77.04,2.2128764278296984
2023-05-29,K020,Dataran Tinggi,37.1,1500,0,1285,168.29,22.2,False,77.1,2.182749675745785
2023-05-30,K020,Dataran Tinggi,37.3,1500,0,1283,176.61,24.7,False,76.98,2.29423226812159
2023-05-31,K020,Dataran Tinggi,37.4,1500,0,1283,168.47,26.1,False,76.98,2.188490517017407
2023-06-01,K020,Dataran Tinggi,37.6,1500,0,1283,180.04,23.9,False,76.98,2.338789295921018
2023-06-02,K020,Dataran Tinggi,37.7,1500,0,1284,171.34,27.2,False,77.04,2.2240394600207685
2023-06-03,K020,Dataran Tinggi,37.9,1500,0,1284,183.1,26.9,False,77.04,2.37668743509865
2023-06-04,K020,Dataran Tinggi,38.0,1500,0,1285,166.84,25.4,False,77.1,2.1639429312581067
2023-06-05,K020,Dataran Tinggi,38.1,1500,0,1283,173.89,23.5,False,76.98,2.258898415172772
2023-06-06,K020,Dataran Tinggi,38.3,1500,0,1283,170.49,21.8,False,76.98,2.21473109898675
2023-06-07,K020,Dataran Tinggi,38.4,1500,0,1284,184.28,25.8,False,77.04,2.3920041536863965
2023-06-08,K020,Dataran Tinggi,38.6,1500,0,1284,178.84,25.5,False,77.04,2.3213914849428865
2023-06-09,K020,Dataran Tinggi,38.7,1500,0,1284,163.01,23.0,False,77.04,2.115913811007269
2023-06-10,K020,Dataran Tinggi,38.9,1500,0,1283,172.33,25.0,False,76.98,2.238633411275656
2023-06-11,K020,Dataran Tinggi,39.0,1500,0,1283,171.32,25.7,False,76.98,2.2255131202909846
2023-06-12,K020,Dataran Tinggi,39.1,1500,0,1283,174.25,25.9,False,76.98,2.2635749545336448
2023-06-13,K020,Dataran Tinggi,39.3,1500,0,1284,173.25,25.6,False,77.04,2.248831775700934
2023-06-14,K020,Dataran Tinggi,39.4,1500,0,1284,162.45,24.2,False,77.04,2.108644859813084
2023-06-15,K020,Dataran Tinggi,39.6,1500,0,1285,171.27,23.5,False,77.1,2.221400778210117
2023-06-16,K020,Dataran Tinggi,39.7,1500,0,1283,176.6,27.8,False,76.98,2.2941023642504543
2023-06-17,K020,Dataran Tinggi,39.9,1500,0,1284,183.01,27.0,False,77.04,2.375519210799584
2023-06-18,K020,Dataran Tinggi,40.0,1500,0,1285,186.79,22.2,False,77.1,2.422697795071336
2023-06-19,K020,Dataran Tinggi,40.1,1500,0,1283,187.8,25.8,False,76.98,2.4395946999220577
2023-06-20,K020,Dataran Tinggi,40.3,1500,0,1285,165.94,24.7,False,77.1,2.152269779507134
2023-06-21,K020,Dataran Tinggi,40.4,1500,0,1284,179.72,24.6,False,77.04,2.3328141225337484
2023-06-22,K020,Dataran Tinggi,40.6,1500,0,1284,171.25,26.9,False,77.04,2.2228712357217026
2023-06-23,K020,Dataran Tinggi,40.7,1500,0,1283,165.32,26.3,False,76.98,2.1475707976097684
2023-06-24,K020,Dataran Tinggi,40.9,1500,0,1283,182.02,25.6,False,76.98,2.36451026240582
2023-06-25,K020,Dataran Tinggi,41.0,1500,0,1284,175.37,23.8,False,77.04,2.27634994807892
2023-06-26,K020,Dataran Tinggi,41.1,1500,0,1283,187.75,22.7,False,76.98,2.438945180566381
2023-06-27,K020,Dataran Tinggi,41.3,1500,0,1283,186.2,24.2,False,76.98,2.4188100805404
2023-06-28,K020,Dataran Tinggi,41.4,1500,0,1284,183.12,23.1,False,77.04,2.3769470404984423
2023-06-29,K020,Dataran Tinggi,41.6,1500,0,1285,189.9,23.5,False,77.1,2.463035019455253
2023-06-30,K020,Dataran Tinggi,41.7,1500,0,1283,165.35,24.5,False,76.98,2.1479605092231746
2023-07-01,K020,Dataran Tinggi,41.9,1500,0,1285,189.59,24.7,False,77.1,2.4590142671854736
2023-07-02,K020,Dataran Tinggi,42.0,1500,0,1285,188.33,24.8,False,77.1,2.4426718547341117
2023-07-03,K020,Dataran Tinggi,42.1,1500,0,1284,188.62,24.7,False,77.04,2.4483385254413292
2023-07-04,K020,Dataran Tinggi,42.3,1500,0,1283,185.17,25.0,False,76.98,2.405429981813458
2023-07-05,K020,Dataran Tinggi,42.4,1500,0,1285,175.14,24.5,False,77.1,2.2715953307392995
2023-07-06,K020,Dataran Tinggi,42.6,1500,0,1283,172.59,26.4,False,76.98,2.2420109119251754
2023-07-07,K020,Dataran Tinggi,42.7,1500,0,1283,163.98,24.8,False,76.98,2.13016367887763
2023-07-08,K020,Dataran Tinggi,42.9,1500,0,1284,162.9,22.3,False,77.04,2.114485981308411
2023-07-09,K020,Dataran Tinggi,43.0,1500,0,1283,169.25,28.0,False,76.98,2.1986230189659652
2023-07-10,K020,Dataran Tinggi,43.1,1500,0,1283,162.81,22.8,False,76.98,2.1149649259547934
2023-07-11,K020,Dataran Tinggi,43.3,1500,0,1284,173.26,26.3,False,77.04,2.2489615784008303
2023-07-12,K020,Dataran Tinggi,43.4,1500,0,1283,185.31,20.5,False,76.98,2.407248636009353
2023-07-13,K020,Dataran Tinggi,43.6,1500,0,1284,186.55,21.4,False,77.04,2.4214693665628246
2023-07-14,K020,Dataran Tinggi,43.7,1500,0,1283,184.57,25.8,False,76.98,2.397635749545336
2023-07-15,K020,Dataran Tinggi,43.9,1500,0,1284,190.51,24.5,False,77.04,2.4728712357217026
2023-07-16,K020,Dataran Tinggi,44.0,1500,0,1284,188.24,28.0,False,77.04,2.443406022845275
2023-07-17,K020,Dataran Tinggi,44.1,1500,0,1285,186.94,26.5,False,77.1,2.424643320363165
2023-07-18,K020,Dataran Tinggi,44.3,1500,0,1285,188.98,26.0,False,77.1,2.4511024643320365
2023-07-19,K020,Dataran Tinggi,44.4,1500,0,1284,167.74,23.4,False,77.04,2.1773104880581515
2023-07-20,K020,Dataran Tinggi,44.6,1500,0,1283,167.03,23.4,False,76.98,2.169784359573915
2023-07-21,K020,Dataran Tinggi,44.7,1500,0,1283,169.47,21.5,False,76.98,2.201480904130943
2023-07-22,K020,Dataran Tinggi,44.9,1500,0,1284,173.8,22.7,False,77.04,2.255970924195223
2023-07-23,K020,Dataran Tinggi,45.0,1500,0,1227,186.03,27.4,False,73.62,2.5268948655256724
2023-07-24,K020,Dataran Tinggi,45.1,1500,0,1226,163.25,27.2,False,73.56,2.2192767808591625
2023-07-25,K020,Dataran Tinggi,45.3,1500,0,1226,177.4,27.7,False,73.56,2.411636759108211
2023-07-26,K020,Dataran Tinggi,45.4,1500,0,1226,185.12,22.7,False,73.56,2.516585100598151
2023-07-27,K020,Dataran Tinggi,45.6,1500,0,1225,168.63,27.6,False,73.5,2.294285714285714
2023-07-28,K020,Dataran Tinggi,45.7,1500,0,1225,162.17,23.7,False,73.5,2.206394557823129
2023-07-29,K020,Dataran Tinggi,45.9,1500,0,1224,163.68,25.7,False,73.44,2.2287581699346406
2023-07-30,K020,Dataran Tinggi,46.0,1500,0,1224,187.24,25.1,False,73.44,2.549564270152506
2023-07-31,K020,Dataran Tinggi,46.1,1500,0,1224,168.89,26.1,False,73.44,2.2997004357298474
2023-08-01,K020,Dataran Tinggi,46.3,1500,0,1223,173.41,25.8,False,73.38,2.363177977650586
2023-08-02,K020,Dataran Tinggi,46.4,1500,0,1223,164.85,21.4,False,73.38,2.2465249386753885
2023-08-03,K020,Dataran Tinggi,46.6,1500,0,1222,179.5,26.1,False,73.32,2.4481723949809058
2023-08-04,K020,Dataran Tinggi,46.7,1500,0,1222,174.48,26.2,False,73.32,2.379705400981997
2023-08-05,K020,Dataran Tinggi,46.9,1500,0,1222,190.41,24.7,False,73.32,2.596972176759411
2023-08-06,K020,Dataran Tinggi,47.0,1500,0,1221,171.22,25.8,False,73.26,2.337155337155337
2023-08-07,K020,Dataran Tinggi,47.1,1500,0,1221,174.42,25.0,False,73.26,2.3808353808353804
2023-08-08,K020,Dataran Tinggi,47.3,1500,0,1220,162.34,22.0,False,73.2,2.21775956284153
2023-08-09,K020,Dataran Tinggi,47.4,1500,0,1220,173.4,26.1,False,73.2,2.3688524590163933
2023-08-10,K020,Dataran Tinggi,47.6,1500,0,1220,172.01,25.9,False,73.2,2.3498633879781416
2023-08-11,K020,Dataran Tinggi,47.7,1500,0,1219,182.1,21.9,False,73.14,2.48974569319114
2023-08-12,K020,Dataran Tinggi,47.9,1500,0,1219,162.81,21.9,False,73.14,2.2260049220672684
2023-08-13,K020,Dataran Tinggi,48.0,1500,0,1218,186.33,26.2,False,73.08,2.549671592775041
2023-08-14,K020,Dataran Tinggi,48.1,1500,0,1218,171.23,21.0,False,73.08,2.343048713738369
2023-08-15,K020,Dataran Tinggi,48.3,1500,0,1218,171.18,22.6,False,73.08,2.3423645320197046
2023-08-16,K020,Dataran Tinggi,48.4,1500,0,1217,185.33,25.2,False,73.02,2.538071761161326
2023-08-17,K020,Dataran Tinggi,48.6,1500,0,1217,188.18,24.6,False,73.02,2.5771021637907423
2023-08-18,K020,Dataran Tinggi,48.7,1500,0,1216,171.42,23.2,False,72.96,2.3495065789473686
2023-08-19,K020,Dataran Tinggi,48.9,1500,0,1216,174.76,23.1,False,72.96,2.3952850877192984
2023-08-20,K020,Dataran Tinggi,49.0,1500,0,1216,168.67,21.6,False,72.96,2.3118146929824563
2023-08-21,K020,Dataran Tinggi,49.1,1500,0,1215,180.25,24.9,False,72.9,2.472565157750343
2023-08-22,K020,Dataran Tinggi,49.3,1500,0,1215,190.11,23.0,False,72.9,2.607818930041152
2023-08-23,K020,Dataran Tinggi,49.4,1500,0,1214,165.1,21.7,False,72.84,2.2666117517847333
2023-08-24,K020,Dataran Tinggi,49.6,1500,0,1214,174.08,23.1,False,72.84,2.3898956617243274
2023-08-25,K020,Dataran Tinggi,49.7,1500,0,1214,179.01,26.5,False,72.84,2.457578253706754
2023-08-26,K020,Dataran Tinggi,49.9,1500,0,1213,174.06,24.0,False,72.78,2.39159109645507
2023-08-27,K020,Dataran Tinggi,50.0,1500,0,1213,170.23,24.0,False,72.78,2.3389667491068975
2023-08-28,K020,Dataran Tinggi,50.1,1500,0,1212,183.32,25.7,False,72.72,2.5209020902090207
2023-08-29,K020,Dataran Tinggi,50.3,1500,0,1212,186.66,24.5,False,72.72,2.5668316831683167
2023-08-30,K020,Dataran Tinggi,50.4,1500,0,1212,189.92,23.7,False,72.72,2.6116611661166114
2023-08-31,K020,Dataran Tinggi,50.6,1500,0,1211,165.31,26.9,False,72.66,2.275116983209469
2023-09-01,K020,Dataran Tinggi,50.7,1500,0,1211,188.66,24.7,False,72.66,2.5964767409854117
2023-09-02,K020,Dataran Tinggi,50.9,1500,0,1210,178.52,22.7,False,72.6,2.4589531680440775
2023-09-03,K020,Dataran Tinggi,51.0,1500,0,1210,175.86,22.8,False,72.6,2.4223140495867774
2023-09-04,K020,Dataran Tinggi,51.1,1500,0,1210,182.11,22.0,False,72.6,2.5084022038567495
2023-09-05,K020,Dataran Tinggi,51.3,1500,0,1209,167.65,24.1,False,72.54,2.311138682106424
2023-09-06,K020,Dataran Tinggi,51.4,1500,0,1209,189.36,21.0,False,72.54,2.6104218362282876
2023-09-07,K020,Dataran Tinggi,51.6,1500,0,1208,174.65,23.6,False,72.48,2.409630242825607
2023-09-08,K020,Dataran Tinggi,51.7,1500,0,1208,166.3,26.5,False,72.48,2.2944260485651213
2023-09-09,K020,Dataran Tinggi,51.9,1500,0,1208,166.78,22.4,False,72.48,2.3010485651214125
2023-09-10,K020,Dataran Tinggi,52.0,1500,0,1207,190.09,20.1,False,72.42,2.6248273957470314
2023-09-11,K020,Dataran Tinggi,52.1,1500,0,1207,190.08,23.4,False,72.42,2.6246893123446564
2023-09-12,K020,Dataran Tinggi,52.3,1500,0,1206,171.85,20.6,False,72.36,2.374930901050304
2023-09-13,K020,Dataran Tinggi,52.4,1500,0,1206,178.49,21.3,False,72.36,2.4666943062465454
2023-09-14,K020,Dataran Tinggi,52.6,1500,0,1206,182.96,21.9,False,72.36,2.5284687672747377
2023-09-15,K020,Dataran Tinggi,52.7,1500,0,1205,172.45,23.1,False,72.3,2.3852005532503457
2023-09-16,K020,Dataran Tinggi,52.9,1500,0,1205,186.38,25.0,False,72.3,2.5778699861687415
2023-09-17,K020,Dataran Tinggi,53.0,1500,0,1204,171.78,21.3,False,72.24,2.3779069767441863
2023-09-18,K020,Dataran Tinggi,53.1,1500,0,1204,173.34,26.7,False,72.24,2.3995016611295683
2023-09-19,K020,Dataran Tinggi,53.3,1500,0,1204,188.97,24.0,False,72.24,2.6158637873754156
2023-09-20,K020,Dataran Tinggi,53.4,1500,0,1203,185.88,25.7,False,72.18,2.5752285951787197
2023-09-21,K020,Dataran Tinggi,53.6,1500,0,1203,178.9,25.1,False,72.18,2.478525907453588
2023-09-22,K020,Dataran Tinggi,53.7,1500,0,1202,188.94,20.9,False,72.12,2.619800332778702
2023-09-23,K020,Dataran Tinggi,53.9,1500,0,1202,176.41,24.8,False,72.12,2.4460621186910703
2023-09-24,K020,Dataran Tinggi,54.0,1500,0,1202,169.45,24.3,False,72.12,2.3495562950637825
2023-09-25,K020,Dataran Tinggi,54.1,1500,0,1201,186.23,20.0,False,72.06,2.5843741326672216
2023-09-26,K020,Dataran Tinggi,54.3,1500,0,1201,183.66,20.3,False,72.06,2.548709408825978
2023-09-27,K020,Dataran Tinggi,54.4,1500,0,1200,185.77,20.6,False,72.0,2.580138888888889
2023-09-28,K020,Dataran Tinggi,54.6,1500,0,1200,181.9,18.0,False,72.0,2.526388888888889
2023-09-29,K020,Dataran Tinggi,54.7,1500,0,1200,183.75,20.2,False,72.0,2.5520833333333335
2023-09-30,K020,Dataran Tinggi,54.9,1500,0,1199,186.64,22.4,False,71.94,2.594384209063108
2023-10-01,K020,Dataran Tinggi,55.0,1500,0,1199,163.23,23.8,False,71.94,2.268974145120934
2023-10-02,K020,Dataran Tinggi,55.1,1500,0,1198,182.97,21.8,False,71.88,2.545492487479132
2023-10-03,K020,Dataran Tinggi,55.3,1500,0,1198,172.5,20.6,False,71.88,2.3998330550918197
2023-10-04,K020,Dataran Tinggi,55.4,1500,0,1198,170.38,22.5,False,71.88,2.370339454646633
2023-10-05,K020,Dataran Tinggi,55.6,1500,0,1197,170.14,20.7,False,71.82,2.368978000556948
2023-10-06,K020,Dataran Tinggi,55.7,1500,0,1197,163.48,22.7,False,71.82,2.276246170983013
2023-10-07,K020,Dataran Tinggi,55.9,1500,0,1196,169.15,22.0,False,71.76,2.35716276477146
2023-10-08,K020,Dataran Tinggi,56.0,1500,0,1196,176.77,24.6,False,71.76,2.46335005574136
2023-10-09,K020,Dataran Tinggi,56.1,1500,0,1196,182.83,22.9,False,71.76,2.547798216276477
2023-10-10,K020,Dataran Tinggi,56.3,1500,0,1195,184.13,23.4,False,71.7,2.5680613668061367
2023-10-11,K020,Dataran Tinggi,56.4,1500,0,1195,165.84,19.9,False,71.7,2.312970711297071
2023-10-12,K020,Dataran Tinggi,56.6,1500,0,1194,163.9,21.2,False,71.64,2.2878280290340594
2023-10-13,K020,Dataran Tinggi,56.7,1500,0,1194,181.18,18.1,False,71.64,2.529034059184813
2023-10-14,K020,Dataran Tinggi,56.9,1500,0,1194,180.51,20.8,False,71.64,2.519681742043551
2023-10-15,K020,Dataran Tinggi,57.0,1500,0,1193,189.79,23.5,False,71.58,2.6514389494272144
2023-10-16,K020,Dataran Tinggi,57.1,1500,0,1193,190.26,21.7,False,71.58,2.658005029337804
2023-10-17,K020,Dataran Tinggi,57.3,1500,0,1192,190.03,22.5,False,71.52,2.6570190156599556
2023-10-18,K020,Dataran Tinggi,57.4,1500,0,1192,178.86,23.8,False,71.52,2.500838926174497
2023-10-19,K020,Dataran Tinggi,57.6,1500,0,1192,174.47,22.4,False,71.52,2.4394574944071588
2023-10-20,K020,Dataran Tinggi,57.7,1500,0,1191,163.0,22.0,False,71.46,2.280996361600896
2023-10-21,K020,Dataran Tinggi,57.9,1500,0,1191,164.8,24.3,False,71.46,2.30618527847747
2023-10-22,K020,Dataran Tinggi,58.0,1500,0,1190,172.09,23.2,False,71.4,2.410224089635854
2023-10-23,K020,Dataran Tinggi,58.1,1500,0,1190,188.47,25.9,False,71.4,2.6396358543417366
2023-10-24,K020,Dataran Tinggi,58.3,1500,0,1190,166.46,21.3,False,71.4,2.3313725490196076
2023-10-25,K020,Dataran Tinggi,58.4,1500,0,1189,172.19,18.1,False,71.34,2.4136529296327445
2023-10-26,K020,Dataran Tinggi,58.6,1500,0,1189,182.22,26.1,False,71.34,2.554247266610597
2023-10-27,K020,Dataran Tinggi,58.7,1500,0,1188,168.91,23.3,False,71.28,2.369668911335578
2023-10-28,K020,Dataran Tinggi,58.9,1500,0,1188,182.3,22.8,False,71.28,2.5575196408529743
2023-10-29,K020,Dataran Tinggi,59.0,1500,0,1188,171.32,19.5,False,71.28,2.40347923681257
2023-10-30,K020,Dataran Tinggi,59.1,1500,0,1187,178.01,19.5,False,71.22,2.499438360011233
2023-10-31,K020,Dataran Tinggi,59.3,1500,0,1187,166.25,18.0,False,71.22,2.334316203313676
2023-11-01,K020,Dataran Tinggi,59.4,1500,0,1186,162.95,18.6,False,71.16,2.28991006183249
2023-11-02,K020,Dataran Tinggi,59.6,1500,0,1186,183.17,21.6,False,71.16,2.574058459808881
2023-11-03,K020,Dataran Tinggi,59.7,1500,0,1186,163.79,20.4,False,71.16,2.3017144463181562
2023-11-04,K020,Dataran Tinggi,59.9,1500,0,1185,181.2,20.9,False,71.1,2.548523206751055
2023-11-05,K020,Dataran Tinggi,60.0,1500,0,1185,184.84,18.3,False,71.1,2.5997187060478204
2023-11-06,K020,Dataran Tinggi,60.1,1500,0,1184,164.46,19.1,False,71.04,2.3150337837837838
2023-11-07,K020,Dataran Tinggi,60.3,1500,0,1184,189.79,24.9,False,71.04,2.671593468468468
2023-11-08,K020,Dataran Tinggi,60.4,1500,0,1184,168.73,23.7,False,71.04,2.3751407657657655
2023-11-09,K020,Dataran Tinggi,60.6,1500,0,1183,188.68,21.9,False,70.98,2.658213581290504
2023-11-10,K020,Dataran Tinggi,60.7,1500,0,1183,183.91,19.1,False,70.98,2.5910115525500137
2023-11-11,K020,Dataran Tinggi,60.9,1500,0,1182,187.27,20.3,False,70.92,2.6405809362662156
2023-11-12,K020,Dataran Tinggi,61.0,1500,0,1182,162.35,18.1,False,70.92,2.289199097574732
2023-11-13,K020,Dataran Tinggi,61.1,1500,0,1182,184.06,22.2,False,70.92,2.59531866892273
2023-11-14,K020,Dataran Tinggi,61.3,1500,0,1181,187.71,21.0,False,70.86,2.649026248941575
2023-11-15,K020,Dataran Tinggi,61.4,1500,0,1181,184.42,18.9,False,70.86,2.602596669489133
2023-11-16,K020,Dataran Tinggi,61.6,1500,0,1180,163.49,18.0,False,70.8,2.3091807909604523
2023-11-17,K020,Dataran Tinggi,61.7,1500,0,1180,190.43,18.1,False,70.8,2.6896892655367233
2023-11-18,K020,Dataran Tinggi,61.9,1500,0,1180,182.78,21.0,False,70.8,2.581638418079096
2023-11-19,K020,Dataran Tinggi,62.0,1500,0,1179,178.24,20.4,False,70.74,2.5196494204127795
2023-11-20,K020,Dataran Tinggi,62.1,1500,0,1179,178.85,18.0,False,70.74,2.528272547356517
2023-11-21,K020,Dataran Tinggi,62.3,1500,0,1178,172.54,19.6,False,70.68,2.4411431805319745
2023-11-22,K020,Dataran Tinggi,62.4,1500,0,1178,172.17,21.1,False,70.68,2.435908319185059
2023-11-23,K020,Dataran Tinggi,62.6,1500,0,1178,177.75,20.3,False,70.68,2.514855687606112
2023-11-24,K020,Dataran Tinggi,62.7,1500,0,1177,167.84,21.9,False,70.62,2.3766638346077595
2023-11-25,K020,Dataran Tinggi,62.9,1500,0,1177,188.64,18.0,False,70.62,2.6711979609175867
2023-11-26,K020,Dataran Tinggi,63.0,1500,0,1177,173.01,18.7,False,70.62,2.4498725573491926
2023-11-27,K020,Dataran Tinggi,63.1,1500,0,1176,185.42,18.9,False,70.56,2.627834467120181
2023-11-28,K020,Dataran Tinggi,63.3,1500,0,1176,178.93,20.1,False,70.56,2.5358560090702946
2023-11-29,K020,Dataran Tinggi,63.4,1500,0,1175,163.36,18.6,False,70.5,2.317163120567376
2023-11-30,K020,Dataran Tinggi,63.6,1500,0,1175,172.17,18.0,False,70.5,2.442127659574468
2023-12-01,K020,Dataran Tinggi,63.7,1500,0,1175,181.84,18.0,False,70.5,2.579290780141844
2023-12-02,K020,Dataran Tinggi,63.9,1500,0,1174,185.74,19.2,False,70.44,2.6368540601930723
2023-12-03,K020,Dataran Tinggi,64.0,1500,0,1174,188.87,19.9,False,70.44,2.6812890403180014
2023-12-04,K020,Dataran Tinggi,64.1,1500,0,1173,189.52,18.7,False,70.38,2.69281045751634
2023-12-05,K020,Dataran Tinggi,64.3,1500,0,1173,181.62,18.0,False,70.38,2.5805626598465476
2023-12-06,K020,Dataran Tinggi,64.4,1500,0,1173,183.94,20.2,False,70.38,2.6135265700483092
